crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-2020-121,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,,Estimate!!Total:!!Americas:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_129E; source_period=2016-2020; margin_of_error=2579; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-122,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas,Estimate!!Total:!!Americas:!!Latin America:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_130E; source_period=2016-2020; margin_of_error=2549; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-123,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_region_of_birth_caribbean,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_131E; source_period=2016-2020; margin_of_error=2048; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-124,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Bahamas,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_bahamas,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Bahamas,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_132E; source_period=2016-2020; margin_of_error=22; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-125,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Barbados,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_barbados,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Barbados,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_133E; source_period=2016-2020; margin_of_error=135; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-126,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Cuba,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_cuba,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Cuba,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_134E; source_period=2016-2020; margin_of_error=769; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-127,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Dominica,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_dominica,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominica,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_135E; source_period=2016-2020; margin_of_error=130; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-128,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Dominican Republic,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_dominican_republic,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_136E; source_period=2016-2020; margin_of_error=1705; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-129,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Grenada,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_grenada,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Grenada,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_137E; source_period=2016-2020; margin_of_error=152; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-130,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Haiti,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_haiti,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Haiti,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_138E; source_period=2016-2020; margin_of_error=309; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-131,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Jamaica,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_jamaica,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Jamaica,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_139E; source_period=2016-2020; margin_of_error=825; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-132,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!St. Vincent and the Grenadines,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_st_vincent_and_the_grenadines,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_140E; source_period=2016-2020; margin_of_error=128; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-133,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Trinidad and Tobago,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_trinidad_and_tobago,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_141E; source_period=2016-2020; margin_of_error=655; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-134,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!West Indies,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_west_indies,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!West Indies,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_142E; source_period=2016-2020; margin_of_error=135; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-135,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Other Caribbean,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_other_caribbean,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Other Caribbean,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_143E; source_period=2016-2020; margin_of_error=148; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-136,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_region_of_birth_central_america,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_144E; source_period=2016-2020; margin_of_error=2052; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-137,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Belize,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_central_america_belize,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Belize,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_145E; source_period=2016-2020; margin_of_error=48; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-138,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Costa Rica,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_costa_rica,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Costa Rica,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_146E; source_period=2016-2020; margin_of_error=365; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-139,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!El Salvador,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_el_salvador,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!El Salvador,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_147E; source_period=2016-2020; margin_of_error=812; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-140,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Guatemala,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_guatemala,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Guatemala,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_148E; source_period=2016-2020; margin_of_error=1274; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-141,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Honduras,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_honduras,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Honduras,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_149E; source_period=2016-2020; margin_of_error=781; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-142,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Mexico,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_mexico,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Mexico,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_150E; source_period=2016-2020; margin_of_error=813; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-143,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Nicaragua,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_nicaragua,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Nicaragua,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_151E; source_period=2016-2020; margin_of_error=217; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-144,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Panama,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_panama,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Panama,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_152E; source_period=2016-2020; margin_of_error=156; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-145,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > Central America,Estimate!!Total:!!Americas:!!Latin America:!!Central America:!!Other Central America,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_central_america_other_central_america_other_central_america,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!Central America!!Other Central America,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_153E; source_period=2016-2020; margin_of_error=5; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
