year,geography,state,section,parent_label,standard_variable,source_label,value,source_symbol,unit,value_type,formula,universe,publication,table,table_number,table_title,source_family,table_id,variable_id,variable_path,official_source_url,page,source_file,source_column,definition,comparability_group,comparability_status,extraction_method,verification_status,crosswalk_id,source_concept,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,crosswalk_rationale,crosswalk_review_status,notes
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered 2000 to 2009,foreign_born_entered_2000_to_2009_naturalized,Estimate!!Total:!!Entered 2000 to 2009:!!Naturalized U.S. citizen,33607.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_006E,Estimate!!Total:!!Entered 2000 to 2009:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_006E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-213,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=1759; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered 2000 to 2009,foreign_born_entered_2000_to_2009_not_citizen,Estimate!!Total:!!Entered 2000 to 2009:!!Not a U.S. citizen,32881.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_007E,Estimate!!Total:!!Entered 2000 to 2009:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_007E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-214,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=1892; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,,foreign_born_entered_1990_to_1999,Estimate!!Total:!!Entered 1990 to 1999:,65916.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_008E,Estimate!!Total:!!Entered 1990 to 1999:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_008E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-215,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=2277; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered 1990 to 1999,foreign_born_entered_1990_to_1999_naturalized,Estimate!!Total:!!Entered 1990 to 1999:!!Naturalized U.S. citizen,49867.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_009E,Estimate!!Total:!!Entered 1990 to 1999:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_009E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-216,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=2311; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered 1990 to 1999,foreign_born_entered_1990_to_1999_not_citizen,Estimate!!Total:!!Entered 1990 to 1999:!!Not a U.S. citizen,16049.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_010E,Estimate!!Total:!!Entered 1990 to 1999:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_010E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-217,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=1057; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,,foreign_born_entered_before_1990,Estimate!!Total:!!Entered before 1990:,104126.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_011E,Estimate!!Total:!!Entered before 1990:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_011E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-218,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=2775; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered before 1990,foreign_born_entered_before_1990_naturalized,Estimate!!Total:!!Entered before 1990:!!Naturalized U.S. citizen,93584.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_012E,Estimate!!Total:!!Entered before 1990:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_012E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-219,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=2609; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Entered before 1990,foreign_born_entered_before_1990_not_citizen,Estimate!!Total:!!Entered before 1990:!!Not a U.S. citizen,10542.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_013E,Estimate!!Total:!!Entered before 1990:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_013E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-220,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=885; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,,foreign_born_country_of_birth_europe,Estimate!!Total:!!Europe:,57406.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_014E,Estimate!!Total:!!Europe:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_014E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,country_of_birth,unknown,Census API,retrieved_and_moe_matched,BC-2020-162,"ACS foreign-born population by place of birth, year of entry, and citizenship status",exact_2010_hierarchy_entry_bins_and_acs_period_review_required,no,2010,Place of birth by year of entry and citizenship,Estimate!!Total!!Europe,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=2511; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_2010_or_later,Estimate!!Total:!!Europe:!!Entered 2010 or later:,6402.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_015E,Estimate!!Total:!!Europe:!!Entered 2010 or later:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_015E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,country_of_birth_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-221,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=916; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 2010 or later,foreign_born_europe_entered_2010_or_later_naturalized,Estimate!!Total:!!Europe:!!Entered 2010 or later:!!Naturalized U.S. citizen,1096.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_016E,Estimate!!Total:!!Europe:!!Entered 2010 or later:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_016E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-222,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=312; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 2010 or later,foreign_born_europe_entered_2010_or_later_not_citizen,Estimate!!Total:!!Europe:!!Entered 2010 or later:!!Not a U.S. citizen,5306.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_017E,Estimate!!Total:!!Europe:!!Entered 2010 or later:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_017E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-223,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=788; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_2000_to_2009,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:,9658.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_018E,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_018E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,country_of_birth_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-224,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=1000; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 2000 to 2009,foreign_born_europe_entered_2000_to_2009_naturalized,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:!!Naturalized U.S. citizen,5984.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_019E,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_019E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-225,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=764; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 2000 to 2009,foreign_born_europe_entered_2000_to_2009_not_citizen,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:!!Not a U.S. citizen,3674.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_020E,Estimate!!Total:!!Europe:!!Entered 2000 to 2009:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_020E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-226,"ACS foreign-born population by place of birth, year of entry, and citizenship status",new_2020_entry_period_or_category_acs_period_estimate,no,,,,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=717; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_1990_to_1999,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:,13801.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_021E,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_021E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,country_of_birth_by_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-163,"ACS foreign-born population by place of birth, year of entry, and citizenship status",exact_2010_hierarchy_entry_bins_and_acs_period_review_required,no,2010,Place of birth by year of entry and citizenship,Estimate!!Total!!Europe!!Entered 1990 to 1999,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=840; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 1990 to 1999,foreign_born_europe_entered_1990_to_1999_naturalized,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:!!Naturalized U.S. citizen,11735.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_022E,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:!!Naturalized U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_022E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-164,"ACS foreign-born population by place of birth, year of entry, and citizenship status",exact_2010_hierarchy_entry_bins_and_acs_period_review_required,no,2010,Place of birth by year of entry and citizenship,Estimate!!Total!!Europe!!Entered 1990 to 1999!!Naturalized U.S. citizen,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=782; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Entered 1990 to 1999,foreign_born_europe_entered_1990_to_1999_not_citizen,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:!!Not a U.S. citizen,2066.0,,persons,survey estimate,,Foreign-born population,2016-2020 ACS 5-Year Estimates,B05007: PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,American Community Survey,B05007,B05007_023E,Estimate!!Total:!!Europe:!!Entered 1990 to 1999:!!Not a U.S. citizen,https://api.census.gov/data/2020/acs/acs5/groups/B05007.html,,bergen_county_2020_acs_immigration_cleaned.csv,B05007_023E,PLACE OF BIRTH BY YEAR OF ENTRY BY CITIZENSHIP STATUS FOR THE FOREIGN-BORN POPULATION,citizenship_by_birthplace_and_year_of_entry,unknown,Census API,retrieved_and_moe_matched,BC-2020-165,"ACS foreign-born population by place of birth, year of entry, and citizenship status",exact_2010_hierarchy_entry_bins_and_acs_period_review_required,no,2010,Place of birth by year of entry and citizenship,Estimate!!Total!!Europe!!Entered 1990 to 1999!!Not a U.S. citizen,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,source_period=2016-2020; geoid=05000US34003; margin_of_error=331; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
