year,source_period,geography,asian_group,group_type,asian_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,variable_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2020,2016-2020,Bergen County,Sri Lanka,country_or_area,South Central Asia,2,249,191,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_sri_lanka,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Sri Lanka,B05006,B05006_064E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-064,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=191; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Syria,country_or_area,Western Asia,2,1832,529,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_syria,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Syria,B05006,B05006_086E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-086,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=529; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Thailand,country_or_area,South Eastern Asia,2,641,228,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_thailand,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Thailand,B05006,B05006_075E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-075,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=228; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Turkey,country_or_area,Western Asia,2,4550,862,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_turkey,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Turkey,B05006,B05006_087E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-087,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=862; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Uzbekistan,country_or_area,South Central Asia,2,344,198,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_uzbekistan,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Uzbekistan,B05006,B05006_065E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-065,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=198; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Vietnam,country_or_area,South Eastern Asia,2,839,244,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_vietnam,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Vietnam,B05006,B05006_076E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-076,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=244; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Yemen,country_or_area,Western Asia,2,118,143,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_yemen,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Yemen,B05006,B05006_088E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-088,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=143; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Eastern Asia,residual_category,Eastern Asia,2,0,30,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia_other_eastern_asia,Asia > Eastern Asia,Estimate!!Total:!!Asia:!!Eastern Asia:!!Other Eastern Asia,B05006,B05006_055E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-055,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=30; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other South Central Asia,residual_category,South Central Asia,2,118,106,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_other_south_central_asia,Asia > South Central Asia,Estimate!!Total:!!Asia:!!South Central Asia:!!Other South Central Asia,B05006,B05006_066E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-066,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=106; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other South Eastern Asia,residual_category,South Eastern Asia,2,0,30,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_other_south_eastern_asia,Asia > South Eastern Asia,Estimate!!Total:!!Asia:!!South Eastern Asia:!!Other South Eastern Asia,B05006,B05006_077E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-077,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=30; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Other Western Asia,residual_category,Western Asia,2,1033,280,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_other_western_asia,Asia > Western Asia,Estimate!!Total:!!Asia:!!Western Asia:!!Other Western Asia,B05006,B05006_089E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-089,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=280; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,"China, excluding Hong Kong and Taiwan",country_component,Eastern Asia,3,11402,1150,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia_china_china_excluding_hong_kong_and_taiwan,Asia > Eastern Asia > China,"Estimate!!Total:!!Asia:!!Eastern Asia:!!China:!!China, excluding Hong Kong and Taiwan",B05006,B05006_050E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-050,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=1150; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Hong Kong,country_component,Eastern Asia,3,1128,244,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_hong_kong,Asia > Eastern Asia > China,Estimate!!Total:!!Asia:!!Eastern Asia:!!China:!!Hong Kong,B05006,B05006_051E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-051,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=244; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
2020,2016-2020,Bergen County,Taiwan,country_component,Eastern Asia,3,1786,322,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_taiwan,Asia > Eastern Asia > China,Estimate!!Total:!!Asia:!!Eastern Asia:!!China:!!Taiwan,B05006,B05006_052E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-052,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,source_period=2016-2020; geoid=05000US34003; margin_of_error=322; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate.
